id,code,name,group_id:id,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
co_niif_fin_360550,360550,Traslado De RÃ©gimen O A Otros Fondos En Proceso,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360555,360555,Cotizaciones De PensiÃ_n De Afiliados En Proceso De AcreditaciÃ_n,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360570,360570,CotizaciÃ_n De Afiliados En Exceso,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360575,360575,Patrimonio Asignado - Programas Especiales,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360580,360580,Reserva Prestaciones Extralegales,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360585,360585,Reserva Empresas No Aportantes,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_360595,360595,Otra Reserva Para PensiÃ_n De Prima Media,l10n_co_accounting_group_3_4_otr_res,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_370505,370505,AmortizaciÃ_n De Aportes Sociales,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_370595,370595,Otra AmortizaciÃ_n De Aportes Sociales,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_371005,371005,Fondo De GarantÃ_as,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_371095,371095,Otro Fondo De GarantÃ_as,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_371505,371505,Fondos De Capital,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_371595,371595,Otros Fondos De Capital,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_372005,372005,Fondo De RevalorizaciÃ_n De Aportes,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_372095,372095,Otro Fondo De RevaloraciÃ_n De Aportes,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_372505,372505,Otros Fondos,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_372595,372595,Otros Otros Fondos,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_373005,373005,Fondo Especial,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_373095,373095,Otro Fondo Especial,l10n_co_accounting_group_3_7_sup_cap,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_380505,380505,Prima En ColocaciÃ_n De Acciones,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_380510,380510,Prima En ColocaciÃ_n De Acciones Por Cobrar (Db),l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_380515,380515,Prima En ColocaciÃ_n De Cuotas O Partes De InterÃ©s Social,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_380520,380520,Prima En ColocaciÃ_n De Aportes,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_380595,380595,Otra Prima En ColocaciÃ_n De Acciones,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381005,381005,Otras Contribuciones,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381095,381095,Otras Otras Contribuciones,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381505,381505,RevalorizaciÃ_n Activos,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381510,381510,Instrumentos Financieros Medidos Al Valor Razonable Con Cambios En El Ori,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381515,381515,VariaciÃ_n Del Valor Razonable De Otros Activos,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381520,381520,Diferencia En Cambios Por Inversiones En Asociadas Y Subordinadas,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381525,381525,Cobertura De Flujo De Efectivo,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381530,381530,Ajustes De ConversiÃ_n,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381535,381535,Ajustes Asociadas,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381540,381540,Ganancias O PÃ©rdidas Participaciones No Controladoras,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_381595,381595,Otras Ganancias O PÃ©rdidas  No Realizadas (Ori) Otros Al Patrimonio Neto,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_382005,382005,SuperÃ¡vit Por El MÃ©todo De ParticipaciÃ_n Patrimonial,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_382095,382095,Otro SuperÃ¡vit Por El MÃ©todo De ParticipaciÃ_n Patrimonial,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_382505,382505,Acciones Forzosas,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_382510,382510,Dividendos De Acciones Forzosas,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_382595,382595,Otros Articulo 6 Ley 4/80,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_383005,383005,LiquidaciÃ_n Cuenta Especial De Cambios,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_383095,383095,Otra LiquidaciÃ_n Cuenta Especial De Cambios,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_383505,383505,Reservas Internacionales,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_383595,383595,Otro Ajuste En Cambios Reservas Internacionales,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_384005,384005,Inversion Neta En Activos Para La Actividad Cultural,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_384095,384095,Otra Inversion Neta En Activos Para La Actividad Cultural,l10n_co_accounting_group_3_2_pri_emi,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_390505,390505,Ganancias Acumuladas Ejercicios Anteriores,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_390595,390595,Otras Ganancias Acumuladas Ejercicios Anteriores,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_391005,391005,PÃ©rdidas Acumuladas Ejercicios Anteriores,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_391095,391095,Otras PÃ©rdidas Acumuladas Ejercicios Anteriores,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_391505,391505,Ganancia Del Ejercicio,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_391595,391595,Otra Ganancia Del Ejercicio,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_392005,392005,PÃ©rdida Del Ejercicio,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_392095,392095,Otra PÃ©rdida Del Ejercicio,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_392505,392505,Ganancia O PÃ©rdida Participaciones No Controladoras,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_392595,392595,Otra Ganancia O PÃ©rdida Participaciones No Controladoras,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_393005,393005,Ganancia,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_393010,393010,PÃ©rdida,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_393095,393095,Otros Resultados Acumulados Proceso De Convergencia A Niifs,l10n_co_accounting_group_3_9_res_eje,0,account.data_account_type_equity,l10n_co_chart_template_niif_financiero,
co_niif_fin_410105,410105,Construcciones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410110,410110,"Agricultura, GanaderÃ_a, Caza Y Silvicultura ",l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410115,410115,Pesca ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410120,410120,Minas Y Minerales (Canteras),l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410125,410125,"Alimenticios, Bebidas Y Alcoholes",l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410130,410130,Industrias Manufactureras ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410135,410135,"Suministro De Electricidad, Gas Y Agua ",l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410140,410140,Comercio Al Por Mayor Y Al Por Menor ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410150,410150,Servicios Hoteleros Y De PromociÃ_n TurÃ_stica,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410152,410152,Servicio De Transporte Y Almacenamiento,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410154,410154,Servicio De Comunicaciones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410156,410156,Servicio De Telecomunicaciones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410160,410160,"Actividades Inmobiliarias, Empresariales Y De Alquiler ",l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410165,410165,Servicios Educativos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410170,410170,Servicios Sociales Y De Salud ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410175,410175,"Otras Actividades De Servicios Comunitarios, Sociales Y Personales ",l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410180,410180,Servicios InformÃ¡ticos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410185,410185,Participaciones En Concesiones ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410190,410190,Arrendamientos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410195,410195,Otros Industrial Y De Servicios,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410202,410202,CrÃ©ditos Comerciales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410204,410204,CrÃ©ditos De Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410206,410206,Cartera De Tarjetas De CrÃ©dito Comercial,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410208,410208,Sobregiros CrÃ©ditos Comerciales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410210,410210,CrÃ©ditos De Vivienda Y Leasing Habitacional,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410212,410212,MicrocrÃ©ditos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410214,410214,Cartera De Tarjetas De CrÃ©dito Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410216,410216,Sobregiros  CrÃ©ditos Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410218,410218,Operaciones Factoring,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410220,410220,Conceptos Reputados Intereses,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410222,410222,Operaciones De Descuento De Cartera Comercial,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410224,410224,Operaciones De Descuento De Cartera De Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410226,410226,Operaciones De Descuento De Cartera De Vivienda Y Leasing Habitacional,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410228,410228,Operaciones De Descuento De Cartera De MicrocrÃ©dito,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410230,410230,Operaciones De Redescuento De Cartera Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410232,410232,Operaciones De Redescuento De Cartera De Vivienda Y Leasing Habitacional,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410234,410234,Operaciones De Redescuento De Cartera Comercial,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410236,410236,Operaciones De Redescuento De Cartera De MicrocrÃ©dito,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410238,410238,Moratorios Cartera De Consumo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410240,410240,Moratorios Cartera De Vivienda Y Leasing Habitacional,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410242,410242,Moratorios Cartera Comercial,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410244,410244,Moratorios Cartera De MicrocrÃ©dito,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410246,410246,Lineas De Credito Externas,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410248,410248,Deuda Externa Privada - Resol. 33/84 Y 17/87,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410250,410250,Cupos De Liquidez Sistema Financiero,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410295,410295,Otros Ingresos Financieros Cartera,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410305,410305,DepÃ_sitos A La Vista,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410310,410310,Fondos Interbancarios Vendidos Ordinarios,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410315,410315,TÃ_tulos De InversiÃ_n En CirculaciÃ_n,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410320,410320,Mora En Traslado De CesantÃ_as Al Fna,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410325,410325,CrÃ©ditos Con GarantÃ_a Hipotecaria,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410330,410330,Sobre TÃ_tulos De CapitalizaciÃ_n,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410335,410335,CrÃ©ditos Con GarantÃ_a Prendaria,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410340,410340,Sobre PÃ_lizas,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410345,410345,Moratorios Por Recaudo De Cotizaciones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410350,410350,Rendimientos Por Compromisos De Transferencia En Operaciones Repo,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410355,410355,Rendimientos Por Compromisos De Transferencia En Operaciones SimultÃ¡neas,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410360,410360,Rendimientos Por Compromisos En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410365,410365,Diferencial De Tasas,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410370,410370,Rendimientos Financieros Por La EjecuciÃ_n De Proyectos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410375,410375,Intereses Ganados Fogafin,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410380,410380,DepÃ_sitos De ContracciÃ_n Monetaria,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410385,410385,Utilidad Por ParticipaciÃ_n En La FormaciÃ_n Del Ibr,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410390,410390,Otros Conceptos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410395,410395,Otros Ingresos Financieros Operaciones Del Mercado Monetario,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410405,410405,Rendimientos Productos Agropecuarias,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410410,410410,Rendimientos Productos Agroindustriales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410415,410415,Rendimientos Insumos Agropecuarios Y Agroindustriales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410420,410420,Rendimientos Servicios Agropecuarios Y Agroindustriales ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410425,410425,Rendimientos Documentos Sobre Productos Agropecuarios Y Agroindustriales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410430,410430,Rendimientos Otras Especies,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410495,410495,Rendimientos Otros Ingresos Financieros Inversiones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410505,410505,DepÃ_sitos En Oro,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410510,410510,Convenios Internacionales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410515,410515,Aportes En Organismos Internacionales,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410520,410520,DepÃ_sitos De Platino,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410595,410595,Otros Otros Intereses Banco RepÃºblica,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410605,410605,En TÃ_tulos De Deuda,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410610,410610,En TÃ_tulos Participativos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410695,410695,Otra ValoraciÃ_n Por Transferencia Temporal De  Valores,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410705,410705,Por Aumento En El Valor Razonable,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410795,410795,Otros Por ValoraciÃ_n De Inversiones A Valor Razonable - Instrumentos De Deuda,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410805,410805,Por Incremento En El Valor De Mercado ,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410895,410895,Otros Por ValoraciÃ_n De Inversiones A Valor Razonable - Instrumentos De Patrimonio,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410905,410905,Intereses,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_410995,410995,Otros Por FinanciaciÃ_n De Valores,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411005,411005,DepÃ_sitos A La Vista,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411010,411010,Cartera De CrÃ©ditos,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411015,411015,Operaciones De Leasing Financiero,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411095,411095,Otro Reajuste De La Unidad De Valor Real   Uvr,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411105,411105,Por Incremento En El Valor Presente,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411195,411195,Otro Ingreso Costo Amortizado De Inversiones,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411205,411205,Por Compromisos De Compra,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411210,411210,Por Compromisos De Venta,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411295,411295,Otro Por ValoraciÃ_n De Carruseles,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411305,411305,Servicios De Bolsa A Comisionistas,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
co_niif_fin_411310,411310,Servicio De Laboratorio,l10n_co_accounting_group_4_1_ing_ord,0,account.data_account_type_revenue,l10n_co_chart_template_niif_financiero,
