id,code,name
co_diagnosis_I308,I308,Otras Formas De Pericarditis Aguda
co_diagnosis_I309,I309,Pericarditis Aguda No Especificada
co_diagnosis_I31,I31,Otras Enfermedades Del Pericardio
co_diagnosis_I310,I310,Pericarditis Cronica Adhesiva
co_diagnosis_I311,I311,Pericarditis Constrictiva Cronica
co_diagnosis_I312,I312,Hemopericardio No Clasificado En Otra Parte
co_diagnosis_I313,I313,Derrame Pericardico (No Inflamatorio)
co_diagnosis_I318,I318,Otras Enfermedades Especificadas Del Pericardio
co_diagnosis_I319,I319,Enfermedad Del Pericardio No Especificada
co_diagnosis_I32,I32,Pericarditis En Enfermedades Clasificadas En Otr
co_diagnosis_I320,I320,Pericarditis En Enfermedades Bacterianas Clasifi
co_diagnosis_I321,I321,Pericarditis En Otras Enfermedades Infecciosas Y
co_diagnosis_I328,I328,Pericarditis En Otras Enfermedades Clasificadas
co_diagnosis_I33,I33,Endocarditis Aguda Y Subaguda
co_diagnosis_I330,I330,Endocarditis Infecciosa Aguda Y Subaguda
co_diagnosis_I339,I339,Endocarditis Aguda No Especificada
co_diagnosis_I34,I34,Trastornos No Reumaticos De La Valvula Mitral
co_diagnosis_I340,I340,Insuficiencia (De La Valvula) Mitral
co_diagnosis_I341,I341,Prolapso (De La Valvula) Mitral
co_diagnosis_I342,I342,Estenosis (De La Valvula) Mitral No Reumatica
co_diagnosis_I348,I348,Otros Trastornos No Reumaticos De La Valvula Mit
co_diagnosis_I349,I349,Trastorno Mitral No Reumatico No Especificado
co_diagnosis_I35,I35,Trastornos No Reumaticos De La Valvula Aortica
co_diagnosis_I350,I350,Estenosis (De La Valvula) Aortica
co_diagnosis_I351,I351,Insuficiencia (De La Valvula) Aortica
co_diagnosis_I352,I352,Estenosis (De La Valvula) Aortica Con Insuficien
co_diagnosis_I358,I358,Otros Trastornos De La Valvula Aortica
co_diagnosis_I359,I359,Trastorno De La Valvula Aortica No Especificado
co_diagnosis_I36,I36,Trastornos No Reumaticos De La Valvula Tricuspid
co_diagnosis_I360,I360,Estenosis No Reumatica (De La Valvula) Tricuspid
co_diagnosis_I361,I361,Insuficiencia No Reumatica (De La Valvula) Tricu
co_diagnosis_I362,I362,Estenosis Con Insuficiencia No Reumatica (De La
co_diagnosis_I368,I368,Otros Trastornos No Reumaticos De La Valvula Tri
co_diagnosis_I369,I369,Trastorno No Reumatico De La Valvula Tricuspide
co_diagnosis_I37,I37,Trastornos De La Valvula Pulmonar
co_diagnosis_I370,I370,Estenosis De La Valvula Pulmonar
co_diagnosis_I371,I371,Insuficiencia De La Valvula Pulmonar
co_diagnosis_I372,I372,Estenosis De La Valvula Pulmonar Con Insuficienc
co_diagnosis_I378,I378,Otros Trastornos De La Valvula Pulmonar
co_diagnosis_I379,I379,Trastorno De La Valvula Pulmonar No Especificad
co_diagnosis_I38,I38,Endocarditis Valvula No Especificada
co_diagnosis_I39,I39,Endocarditis Y Trastornos Valvulares En Enfermed
co_diagnosis_I390,I390,Trastornos De La Valvula Mitral En Enfermedades
co_diagnosis_I391,I391,Trastornos De La Valvula Aortica En Enfermedades
co_diagnosis_I392,I392,Trastornos De La Valvula Tricuspide En Enfermeda
co_diagnosis_I393,I393,Trastornos De La Valvula Pulmonar En Enfermedade
co_diagnosis_I394,I394,Trastornos Valvulares Multiples En Enfermedades
co_diagnosis_I398,I398,Endocarditis Valvula No Especificada En Enferm
co_diagnosis_I40,I40,Miocarditis Aguda
co_diagnosis_I400,I400,Miocarditis Infecciosa
co_diagnosis_I401,I401,Miocarditis Aislada
co_diagnosis_I408,I408,Otras Miocarditis Agudas
co_diagnosis_I409,I409,Miocarditis Aguda No Especificada
co_diagnosis_I41,I41,Miocarditis En Enfermedades Clasificadas En Otra
co_diagnosis_I410,I410,Miocarditis En Enfermedades Bacterianas Clasific
co_diagnosis_I411,I411,Miocarditis En Enfermedades Virales Clasificadas
co_diagnosis_I412,I412,Miocarditis En Otras Enfermedades Infecciosas Y
co_diagnosis_I418,I418,Miocarditis En Otras Enfermedades Clasificadas E
co_diagnosis_I42,I42,Cardiomiopatia
co_diagnosis_I420,I420,Cardiomiopatia Dilatada
co_diagnosis_I421,I421,Cardiomiopatia Hipertrofica Obstructiva
co_diagnosis_I422,I422,Otras Cardiomiopatias Hipertroficas
co_diagnosis_I423,I423,Enfermedad Endomiocardica (Eosinofilica)
co_diagnosis_I424,I424,Fibroelastosis Endocardica
co_diagnosis_I425,I425,Otras Cardiomiopatias Restrictivas
co_diagnosis_I426,I426,Cardiomiopatia Alcoholica
co_diagnosis_I427,I427,Cardiomiopatia Debida A Drogas Y Otros Agentes E
co_diagnosis_I428,I428,Otras Cardiomiopatias
co_diagnosis_I429,I429,Cardiomiopatia No Especificada
co_diagnosis_I43,I43,Cardiomiopatia En Enfermedades Clasificadas En O
co_diagnosis_I430,I430,Cardiomiopatia En Enfermedades Infecciosas Y Par
co_diagnosis_I431,I431,Cardiomiopatia En Enfermedades Metabolicas
co_diagnosis_I432,I432,Cardiomiopatia En Enfermedades Nutricionales
co_diagnosis_I438,I438,Cardiomiopatia En Otras Enfermedades Clasificada
co_diagnosis_I44,I44,Bloqueo Auriculoventricular Y De Rama Izquierda
co_diagnosis_I440,I440,Bloqueo Auriculoventricular De Primer Grado
co_diagnosis_I441,I441,Bloqueo Auriculoventricular De Segundo Grado
co_diagnosis_I442,I442,Bloqueo Auriculoventricular Completo
co_diagnosis_I443,I443,Otros Tipos De Bloqueo Auriculoventricular Y Los
co_diagnosis_I444,I444,Bloqueo Fascicular Anterior Izquierdo
co_diagnosis_I445,I445,Bloqueo Fascicular Posterior Izquierdo
co_diagnosis_I446,I446,Otros Tipos De Bloqueo Fascicular Y Los No Espec
co_diagnosis_I447,I447,Bloqueo De Rama Izquierda Del Haz Sin Otra Espe
co_diagnosis_I45,I45,Otros Trastornos De La Conduccion
co_diagnosis_I450,I450,Bloqueo Fascicular Derecho
co_diagnosis_I451,I451,Otros Tipos De Bloqueo De Rama Derecha Del Haz Y
co_diagnosis_I452,I452,Bloqueo Bifascicular
co_diagnosis_I453,I453,Bloqueo Trifascicular
co_diagnosis_I454,I454,Bloqueo Intraventricular No Especificado
co_diagnosis_I455,I455,Otros Tipos Especificados De Bloqueo Del Corazon
co_diagnosis_I456,I456,Sindrome De Preexcitacion
co_diagnosis_I458,I458,Otros Trastornos Especificados De La Conduccion
co_diagnosis_I459,I459,Trastorno De La Conduccion No Especificado
co_diagnosis_I46,I46,Paro Cardiaco
co_diagnosis_I460,I460,Paro Cardiaco Con Resucitacion Exitosa
co_diagnosis_I461,I461,Muerte Cardiaca Subita Asi Descrita
co_diagnosis_I469,I469,Paro Cardiaco No Especificado
co_diagnosis_I47,I47,Taquicardia Paroxistica
co_diagnosis_I470,I470,Arritmia Por Reentrada Ventricular
co_diagnosis_I471,I471,Taquicardia Supraventricular
co_diagnosis_I472,I472,Taquicardia Ventricular
co_diagnosis_I479,I479,Taquicardia Paroxistica No Especificada
co_diagnosis_I48,I48,Fibrilacion Y Aleteo Auricular
co_diagnosis_I49,I49,Otras Arritmias Cardiacas
co_diagnosis_I490,I490,Fibrilacion Y Aleteo Ventricular
co_diagnosis_I491,I491,Despolarizacion Auricular Prematura
co_diagnosis_I492,I492,Despolarizacion Prematura Nodal
co_diagnosis_I493,I493,Despolarizacion Ventricular Prematura
co_diagnosis_I494,I494,Otros Tipos De Despolarizacion Prematura Y Los N
co_diagnosis_I495,I495,Sindrome Del Seno Enfermo
co_diagnosis_I498,I498,Otras Arritmias Cardiacas Especificadas
co_diagnosis_I499,I499,Arritmia Cardiaca No Especificada
co_diagnosis_I50,I50,Insuficiencia Cardiaca
co_diagnosis_I500,I500,Insuficiencia Cardiaca Congestiva
co_diagnosis_I501,I501,Insuficiencia Ventricular Izquierda
co_diagnosis_I509,I509,Insuficiencia Cardiaca No Especificada
co_diagnosis_I51,I51,Complicaciones Y Descripciones Mal Definidas De
co_diagnosis_I510,I510,Defecto Del Tabique Cardiaco Adquirido
co_diagnosis_I511,I511,Ruptura De Cuerda Tendinosa No Clasificada En O
co_diagnosis_I512,I512,Ruptura De Musculo Papilar No Clasificada En Ot
co_diagnosis_I513,I513,Trombosis Intracardiaca No Clasificada En Otra
co_diagnosis_I514,I514,Miocarditis No Especificada
co_diagnosis_I515,I515,Degeneracion Miocardica
co_diagnosis_I516,I516,Enfermedad Cardiovascular No Especificada
co_diagnosis_I517,I517,Cardiomegalia
co_diagnosis_I518,I518,Otras Enfermedades Cardiacas Mal Definidas
co_diagnosis_I519,I519,Enfermedad Cardiaca No Especificada
co_diagnosis_I52,I52,Otros Trastornos Cardiacos En Enfermedades Clasi
co_diagnosis_I520,I520,Otros Trastornos Cardiacos En Enfermedades Bacte
co_diagnosis_I521,I521,Otros Trastornos Cardiacos En Otras Enfermedades
co_diagnosis_I528,I528,Otros Trastornos Cardiacos En Otras Enfermedades
co_diagnosis_I60,I60,Hemorragia Subaracnoidea
co_diagnosis_I600,I600,Hemorragia Subaracnoidea De Sifon Y Bifurcacion
co_diagnosis_I601,I601,Hemorragia Subaracnoidea De Arteria Cerebral Med
co_diagnosis_I602,I602,Hemorragia Subaracnoidea De Arteria Comunicante
co_diagnosis_I603,I603,Hemorragia Subaracnoidea De Arteria Comunicante
co_diagnosis_I604,I604,Hemorragia Subaracnoidea De Arteria Basilar
co_diagnosis_I605,I605,Hemorragia Subaracnoidea De Arteria Vertebral
co_diagnosis_I606,I606,Hemorragia Subaracnoidea De Otras Arterias Intra
co_diagnosis_I607,I607,Hemorragia Subaracnoidea De Arteria Intracraneal
co_diagnosis_I608,I608,Otras Hemorragias Subaracnoideas
co_diagnosis_I609,I609,Hemorragia Subaracnoidea No Especificada
co_diagnosis_I61,I61,Hemorragia Intraencefalica
co_diagnosis_I610,I610,Hemorragia Intracerebral En Hemisferio Subcorti
co_diagnosis_I611,I611,Hemorragia Intracerebral En Hemisferio Cortical
co_diagnosis_I612,I612,Hemorragia Intracerebral En Hemisferio No Espec
co_diagnosis_I613,I613,Hemorragia Intraencefalica En Tallo Cerebral
co_diagnosis_I614,I614,Hemorragia Intraencefalica En Cerebelo
co_diagnosis_I615,I615,Hemorragia Intraencefalica Intraventricular
co_diagnosis_I616,I616,Hemorragia Intraencefalica De Localizaciones Mul
co_diagnosis_I618,I618,Otras Hemorragias Intraencefalicas
co_diagnosis_I619,I619,Hemorragia Intraencefalica No Especificada
co_diagnosis_I62,I62,Otras Hemorragias Intracraneales No Traumaticas
co_diagnosis_I620,I620,Hemorragia Subdural (Aguda) (No Traumatica)
co_diagnosis_I621,I621,Hemorragia Extradural No Traumatica
co_diagnosis_I629,I629,Hemorragia Intracraneal (No Traumatica) No Espe
co_diagnosis_I63,I63,Infarto Cerebral
co_diagnosis_I630,I630,Infarto Cerebral Debido A Trombosis De Arterias
co_diagnosis_I631,I631,Infarto Cerebral Debido A Embolia De Arterias Pr
co_diagnosis_I632,I632,Infarto Cerebral Debido A Oclusion O Estenosis N
co_diagnosis_I633,I633,Infarto Cerebral Debido A Trombosis De Arterias
co_diagnosis_I634,I634,Infarto Cerebral Debido A Embolia De Arterias Ce
co_diagnosis_I635,I635,Infarto Cerebral Debido A Oclusion O Estenosis N
co_diagnosis_I636,I636,Infarto Cerebral Debido A Trombosis De Venas Cer
co_diagnosis_I638,I638,Otros Infartos Cerebrales
co_diagnosis_I639,I639,Infarto Cerebral No Especificado
co_diagnosis_I64,I64,Acc Vascular Encefalico Agudo No Espec Como Hem
co_diagnosis_I65,I65,Oclusion Y Estenosis De Arterias Precereb Sin Oc
co_diagnosis_I650,I650,Oclusion Y Estenosis De Arteria Vertebral
co_diagnosis_I651,I651,Oclusion Y Estenosis De Arteria Basilar
co_diagnosis_I652,I652,Oclusion Y Estenosis De Arteria Carotida
co_diagnosis_I653,I653,Oclusion Y Estenosis Multiple Bilateral De Arter
co_diagnosis_I658,I658,Oclusion Y Estenosis De Otras Arterias Precerebr
co_diagnosis_I659,I659,Oclusion Y Estenosis De Arteria Precerebral No E
co_diagnosis_I66,I66,Oclusion Y Estenosis De Arterias Cereb Sin Ocasi
co_diagnosis_I660,I660,Oclusion Y Estenosis De La Arteria Cerebral Medi
co_diagnosis_I661,I661,Oclusion Y Estenosis De La Arteria Cerebral Ante
co_diagnosis_I662,I662,Oclusion Y Estenosis De La Arteria Cerebral Post
co_diagnosis_I663,I663,Oclusion Y Estenosis De Arterias Cerebelosas
co_diagnosis_I664,I664,Oclusion Y Estenosis Multiple Bilateral De Arter
co_diagnosis_I668,I668,Oclusion Y Estenosis De Otras Arterias Cerebrale
co_diagnosis_I669,I669,Oclusion Y Estenosis De Arteria Cerebral No Espe
co_diagnosis_I67,I67,Otras Enfermedades Cerebrovasculares
co_diagnosis_I670,I670,Diseccion De Arterias Cerebrales Sin Ruptura
co_diagnosis_I671,I671,Aneurisma Cerebral Sin Ruptura
co_diagnosis_I672,I672,Aterosclerosis Cerebral
co_diagnosis_I673,I673,Leucoencefalopatia Vascular Progresiva
co_diagnosis_I674,I674,Encefalopatia Hipertensiva
co_diagnosis_I675,I675,Enfermedad De Moyamoya
co_diagnosis_I676,I676,Trombosis Apiogena Del Sistema Venoso Intracrane
co_diagnosis_I677,I677,Arteritis Cerebral No Clasificada En Otra Parte
co_diagnosis_I678,I678,Otras Enfermedades Cerebrovasculares Especificad
co_diagnosis_I679,I679,Enfermedad Cerebrovascular No Especificada
co_diagnosis_I68,I68,Trastornos Cerebrovasculares En Enfermedades Cla
co_diagnosis_I680,I680,Angiopatia Cerebral Amiloide (E85.-+)
co_diagnosis_I681,I681,Arteritis Cerebral En Enfermedades Infecciosas Y
co_diagnosis_I682,I682,Arteritis Cerebral En Otras Enfermedades Clasifi
co_diagnosis_I688,I688,Otros Trastornos Cerebrovasculares En Enfermedad
co_diagnosis_I69,I69,Secuelas De Enfermedad Cerebrovascular
co_diagnosis_I690,I690,Secuelas De Hemorragia Subaracnoidea
co_diagnosis_I691,I691,Secuelas De Hemorragia Intraencefalica
co_diagnosis_I692,I692,Secuelas De Otras Hemorragias Intracraneales No
co_diagnosis_I693,I693,Secuelas De Infarto Cerebral
co_diagnosis_I694,I694,Secuelas De Enfermedad Cerebrovascular No Espec
co_diagnosis_I698,I698,Secuelas De Otras Enfermedades Cerebrovasculares
co_diagnosis_I70,I70,Aterosclerosis
co_diagnosis_I700,I700,Aterosclerosis De La Aorta
co_diagnosis_I701,I701,Aterosclerosis De La Arteria Renal
co_diagnosis_I702,I702,Aterosclerosis De Las Arterias De Los Miembros
co_diagnosis_I708,I708,Aterosclerosis De Otras Arterias
co_diagnosis_I709,I709,Aterosclerosis Generalizada Y La No Especificada
co_diagnosis_I71,I71,Aneurisma Y Diseccion Aorticos
co_diagnosis_I710,I710,Diseccion De Aorta (Cualquier Parte)
co_diagnosis_I711,I711,Ruptura De Aneurisma De La Aorta Toracica
co_diagnosis_I712,I712,Aneurisma De La Aorta Toracica Sin Mencion De R
co_diagnosis_I713,I713,Ruptura De Aneurisma De La Aorta Abdominal
co_diagnosis_I714,I714,Aneurisma De La Aorta Abdominal Sin Mencion De
co_diagnosis_I715,I715,Ruptura De Aneurisma De La Aorta Toracoabdominal
co_diagnosis_I716,I716,Aneurisma De La Aorta Toracoabdominal Sin Menci
co_diagnosis_I718,I718,Ruptura De Aneurisma Aortico Sitio No Especific
co_diagnosis_I719,I719,Aneurisma De La Aorta Sitio No Especificado Si
co_diagnosis_I72,I72,Otros Aneurismas
co_diagnosis_I720,I720,Aneurisma De La Arteria Carotida
co_diagnosis_I721,I721,Aneurisma De Arteria Del Miembro Superior
co_diagnosis_I722,I722,Aneurisma De Arteria Renal
co_diagnosis_I723,I723,Aneurisma De Arteria Iliaca
co_diagnosis_I724,I724,Aneurisma De Arteria Del Miembro Inferior
co_diagnosis_I728,I728,Aneurisma De Otras Arterias Especificadas
co_diagnosis_I729,I729,Aneurisma De Sitio No Especificado
co_diagnosis_I73,I73,Otras Enfermedades Vasculares Perifericas
co_diagnosis_I730,I730,Sindrome De Raynaud
co_diagnosis_I731,I731,Tromboangeitis Obliterante (Buerger)
co_diagnosis_I738,I738,Otras Enfermedades Vasculares Perifericas Especi
co_diagnosis_I739,I739,Enfermedad Vascular Periferica No Especificada
co_diagnosis_I74,I74,Embolia Y Trombosis Arteriales
co_diagnosis_I740,I740,Embolia Y Trombosis De La Aorta Abdominal
co_diagnosis_I741,I741,Embolia Y Trombosis De Otras Porciones Y Las No
co_diagnosis_I742,I742,Embolia Y Trombosis De Arterias De Los Miembros
co_diagnosis_I743,I743,Embolia Y Trombosis De Arterias De Los Miembros
co_diagnosis_I744,I744,Embolia Y Trombosis De Arterias De Los Miembros
co_diagnosis_I745,I745,Embolia Y Trombosis De Arteria Iliaca
co_diagnosis_I748,I748,Embolia Y Trombosis De Otras Arterias
co_diagnosis_I749,I749,Embolia Y Trombosis De Arteria No Especificada
co_diagnosis_I77,I77,Otros Trastornos Arteriales O Arteriolares
co_diagnosis_I770,I770,Fistula Arteriovenosa Adquirida
co_diagnosis_I771,I771,Estrechez Arterial
co_diagnosis_I772,I772,Ruptura Arterial
co_diagnosis_I773,I773,Displasia Fibromuscular Arterial
co_diagnosis_I774,I774,Sindrome De Compresion Del Tronco Celiaco
co_diagnosis_I775,I775,Necrosis Arterial
co_diagnosis_I776,I776,Arteritis No Especificada
co_diagnosis_I778,I778,Otros Trastornos Especificados De Arterias Y Art
co_diagnosis_I779,I779,Trastorno De Arterias Y Arteriolas No Especific
co_diagnosis_I78,I78,Enfermedades De Los Vasos Capilares
co_diagnosis_I780,I780,Telangiectasia Hemorragica Hereditaria
co_diagnosis_I781,I781,Nevo No Neoplasico
co_diagnosis_I788,I788,Otras Enfermedades De Los Capilares
co_diagnosis_I789,I789,Enfermedad De Los Vasos Capilares No Especifica
co_diagnosis_I79,I79,Trastornos De Arterias De Arteriolas Y De Vasos
co_diagnosis_I790,I790,Aneurisma De La Aorta En Enfermedades Clasificad
co_diagnosis_I791,I791,Aortitis En Enfermedades Clasificadas En Otra Pa
co_diagnosis_I792,I792,Angiopatia Periferica En Enfermedades Clasificad
co_diagnosis_I798,I798,Otros Trastornos De Arterias Arteriolas Y Vasos
co_diagnosis_I80,I80,Flebitis Y Tromboflebitis
co_diagnosis_I800,I800,Flebitis Y Tromboflebitis Vasos Superficiales De
co_diagnosis_I801,I801,Flebitis Y Tromboflebitis De La Vena Femoral
co_diagnosis_I802,I802,Flebitis Y Tromboflebitis De Otros Vasos Profund
co_diagnosis_I803,I803,Flebitis Y Tromboflebitis De Los Miembros Inferi
co_diagnosis_I808,I808,Flebitis Y Tromboflebitis De Otros Sitios
co_diagnosis_I809,I809,Flebitis Y Tromboflebitis De Sitio No Especifica
co_diagnosis_I81,I81,Trombosis De La Vena Porta
co_diagnosis_I82,I82,Otras Embolias Y Trombosis Venosas
co_diagnosis_I820,I820,Sindrome De Budd-Chiari
co_diagnosis_I821,I821,Tromboflebitis Migratoria
co_diagnosis_I822,I822,Embolia Y Trombosis De Vena Cava
co_diagnosis_I823,I823,Embolia Y Trombosis De Vena Renal
co_diagnosis_I828,I828,Embolia Y Trombosis De Otras Venas Especificadas
co_diagnosis_I829,I829,Embolia Y Trombosis De Vena No Especificada
co_diagnosis_I83,I83,Venas Varicosas De Los Miembros Inferiores
co_diagnosis_I830,I830,Venas Varicosas De Los Miembros Inferiores Con U
co_diagnosis_I831,I831,Venas Varicosas De Los Miembros Inferiores Con I
co_diagnosis_I832,I832,Venas Varicosas De Los Miembros Inferiores Con U
co_diagnosis_I839,I839,Venas Varicosas De Los Miembros Inferiores Sin U
co_diagnosis_I84,I84,Hemorroides
co_diagnosis_I840,I840,Hemorroides Internas Trombosadas
co_diagnosis_I841,I841,Hemorroides Internas Con Otras Complicaciones
co_diagnosis_I842,I842,Hemorroides Internas Sin Complicacion
co_diagnosis_I843,I843,Hemorroides Externas Trombosadas
co_diagnosis_I844,I844,Hemorroides Externas Con Otras Complicaciones
co_diagnosis_I845,I845,Hemorroides Externas Sin Complicacion
co_diagnosis_I846,I846,Prominencias Cutaneas Residuo De Hemorroides
co_diagnosis_I847,I847,Hemorroides Trombosadas No Especificadas
co_diagnosis_I848,I848,Hemorroides No Especificadas Con Otras Complica
co_diagnosis_I849,I849,Hemorroides No Especificadas Sin Complicacion
co_diagnosis_I85,I85,Varices Esofagicas
co_diagnosis_I850,I850,Varices Esofagicas Con Hemorragia
co_diagnosis_I859,I859,Varices Esofagicas Sin Hemorragia
co_diagnosis_I86,I86,Varices De Otros Sitios
co_diagnosis_I860,I860,Varices Sublinguales
co_diagnosis_I861,I861,Varices Escrotales
co_diagnosis_I862,I862,Varices Pelvicas
co_diagnosis_I863,I863,Varices De La Vulva
co_diagnosis_I864,I864,Varices Gastricas
co_diagnosis_I868,I868,Varices En Otros Sitios Especificados
co_diagnosis_I87,I87,Otros Trastornos De Las Venas
co_diagnosis_I870,I870,Sindrome Postflebitico
co_diagnosis_I871,I871,Compresion De Vena
co_diagnosis_I872,I872,Insuficiencia Venosa (Cronica) (Periferica)
co_diagnosis_I878,I878,Otros Trastornos Venosos Especificados
co_diagnosis_I879,I879,Trastorno Venoso No Especificado
co_diagnosis_I88,I88,Linfadenitis Inespecifica
co_diagnosis_I880,I880,Linfadenitis Mesenterica Inespecifica
co_diagnosis_I881,I881,Linfadenitis Cronica Excepto La Mesenterica
co_diagnosis_I888,I888,Otras Linfadenitis Inespecificas
co_diagnosis_I889,I889,Linfadenitis Inespecifica No Especificada
co_diagnosis_I89,I89,Otros Trastornos No Infecciosos De Los Vasos Y G
co_diagnosis_I890,I890,Linfedema No Clasificado En Otra Parte
co_diagnosis_I891,I891,Linfangitis
co_diagnosis_I898,I898,Otros Trastornos Especificados No Infecciosos De
co_diagnosis_I899,I899,Trastorno No Infeccioso De Vasos Y Ganglios Linf
co_diagnosis_I95,I95,Hipotension
co_diagnosis_I950,I950,Hipotension Idiopatica
co_diagnosis_I951,I951,Hipotension Ortostatica
co_diagnosis_I952,I952,Hipotension Debida A Drogas
co_diagnosis_I958,I958,Otros Tipos De Hipotension
co_diagnosis_I959,I959,Hipotension No Especificada
co_diagnosis_I97,I97,Trastornos Del Sistema Circulatorio Consecutivos
co_diagnosis_I970,I970,Sindrome De Postcardiotomia
co_diagnosis_I971,I971,Otras Alteraciones Funcionales Consecutivas A Ci
co_diagnosis_I972,I972,Sindrome De Linfedema Postmastectomia
co_diagnosis_I978,I978,Otros Trastornos Sistema Circulatorio Consecutiv
co_diagnosis_I979,I979,Trastorno No Especificado Del Sistema Circulator
co_diagnosis_I98,I98,Otros Trastornos Del Sistema Circulatorio En Enf
co_diagnosis_I980,I980,Sifilis Cardiovascular
co_diagnosis_I981,I981,Trastornos Cardiovasculares En Otras Enfermedade
co_diagnosis_I982,I982,Varices Esofagicas En Enfermedades Clasificadas
co_diagnosis_I988,I988,Otros Trastornos Especificados Del Aparato Circu
co_diagnosis_I99,I99,Otros Trastornos Y Los No Especificados Del Sist
co_diagnosis_J00,J00,Rinofaringitis Aguda (Resfriado Comun)
co_diagnosis_J01,J01,Sinusitis Aguda
co_diagnosis_J010,J010,Sinusitis Maxilar Aguda
co_diagnosis_J011,J011,Sinusitis Frontal Aguda
co_diagnosis_J012,J012,Sinusitis Etmoidal Aguda
co_diagnosis_J013,J013,Sinusitis Esfenoidal Aguda
co_diagnosis_J014,J014,Pansinusitis Aguda
co_diagnosis_J018,J018,Otras Sinusitis Agudas
co_diagnosis_J019,J019,Sinusitis Aguda No Especificada
co_diagnosis_J02,J02,Faringitis Aguda
co_diagnosis_J020,J020,Faringitis Estreptococica
co_diagnosis_J028,J028,Faringitis Aguda Debida A Otros Microorganismos
co_diagnosis_J029,J029,Faringitis Aguda No Especificada
co_diagnosis_J03,J03,Amigdalitis Aguda
co_diagnosis_J030,J030,Amigdalitis Estreptococica
co_diagnosis_J038,J038,Amigdalitis Aguda Debida A Otros Microorganismos
co_diagnosis_J039,J039,Amigdalitis Aguda No Especificada
co_diagnosis_J04,J04,Laringitis Y Traqueitis Agudas
co_diagnosis_J040,J040,Laringitis Aguda
co_diagnosis_J041,J041,Traqueitis Aguda
co_diagnosis_J042,J042,Laringotraqueitis Aguda
co_diagnosis_J05,J05,Laringitis Obstructiva Aguda (Crup) Y Epiglotiti
co_diagnosis_J050,J050,Laringitis Obstructiva Aguda (Crup)
co_diagnosis_J051,J051,Epiglotitis Aguda
co_diagnosis_J06,J06,Infecciones Agudas De Las Vias Respiratorias Sup
co_diagnosis_J060,J060,Laringofaringitis Aguda
co_diagnosis_J068,J068,Otras Infecciones Agudas De Sitios Multiples De
co_diagnosis_J069,J069,Infeccion Aguda De Las Vias Respiratorias Superi
co_diagnosis_J10,J10,Influenza Debida A Virus De La Influenza Identif
co_diagnosis_J100,J100,Influenza Con Neumonia Debida A Virus De La Inf
co_diagnosis_J101,J101,Influenza Con Otras Manifestac Respiratorias Po
co_diagnosis_J108,J108,Influenza Con Otras Manifestaciones Por Virus
co_diagnosis_J11,J11,Influenza Debida A Virus No Identificado
co_diagnosis_J110,J110,Influenza Con Neumonia Virus No Identificado
co_diagnosis_J111,J111,Influenza Con Otras Manifestaciones Respiratoria
co_diagnosis_J118,J118,Influenza Con Otras Manifestaciones Virus No Id
co_diagnosis_J12,J12,Neumonia Viral No Clasificada En Otra Parte
co_diagnosis_J120,J120,Neumonia Debida A Adenovirus
co_diagnosis_J121,J121,Neumonia Debida A Virus Sincitial Respiratorio
co_diagnosis_J122,J122,Neumonia Debida A Virus Parainfluenza
co_diagnosis_J128,J128,Neumonia Debida A Otros Virus
co_diagnosis_J129,J129,Neumonia Viral No Especificada
co_diagnosis_J13,J13,Neumonia Debida A Streptococcus Pneumoniae
co_diagnosis_J14,J14,Neumonia Debida A Haemophilus Influenzae
co_diagnosis_J15,J15,Neumonia Bacteriana No Clasificada En Otra Part
co_diagnosis_J150,J150,Neumonia Debida A Klebsiella Pneumoniae
co_diagnosis_J151,J151,Neumonia Debida A Pseudomonas
co_diagnosis_J152,J152,Neumonia Debida A Estafilococos
co_diagnosis_J153,J153,Neumonia Debida A Estreptococos Del Grupo B
co_diagnosis_J154,J154,Neumonia Debida A Otros Estreptococos
co_diagnosis_J155,J155,Neumonia Debida A Escherichia Coli
co_diagnosis_J156,J156,Neumonia Debida A Otras Bacterias Aerobicas Gram
co_diagnosis_J157,J157,Neumonia Debida A Mycoplasma Pneumoniae
co_diagnosis_J158,J158,Otras Neumonias Bacterianas
co_diagnosis_J159,J159,Neumonia Bacteriana No Especificada
co_diagnosis_J16,J16,Neumonia Debida A Otros Microorganismos Infeccio
co_diagnosis_J160,J160,Neumonia Debida A Clamidias
co_diagnosis_J168,J168,Neumonia Debida A Otros Microorganismos Infeccio
co_diagnosis_J17,J17,Neumonia En Enfermedades Clasificadas En Otra Pa
co_diagnosis_J170,J170,Neumonia En Enfermedades Bacterianas Clasificada
co_diagnosis_J171,J171,Neumonia En Enfermedades Virales Clasificadas En
co_diagnosis_J172,J172,Neumonia En Micosis
co_diagnosis_J173,J173,Neumonia En Enfermedades Parasitarias
co_diagnosis_J178,J178,Neumonia En Otras Enfermedades Clasificadas En O
co_diagnosis_J18,J18,Neumonia Organismo No Especificado
co_diagnosis_J180,J180,Bronconeumonia No Especificada
co_diagnosis_J181,J181,Neumonia Lobar No Especificada
co_diagnosis_J182,J182,Neumonia Hipostatica No Especificada
co_diagnosis_J188,J188,Otras Neumonias De Microorganismo No Especifica
co_diagnosis_J189,J189,Neumonia No Especificada
co_diagnosis_J20,J20,Bronquitis Aguda
co_diagnosis_J200,J200,Bronquitis Aguda Debida A Mycoplasma Pneumoniae
